SoC,OCV
100,4.217654998999
99.9989547729492,4.217640873999
99.9979400634766,4.217626748999
99.9968795776367,4.217612623999
99.9958801269531,4.217598498999
99.9948348999024,4.217584373999
99.9937286376953,4.217570248999
99.9927215576172,4.217556123999
99.9916610717773,4.217541998999
99.9906311035156,4.217527873999
99.989631652832,4.217513748999
99.988525390625,4.217499623999
99.9875411987305,4.217485498999
99.9864654541016,4.217471373999
99.9853897094727,4.217457248999
99.9843444824219,4.217443123999
99.9833602905273,4.217428998999
99.9822845458984,4.217414873999
99.9812698364258,4.217400748999
99.9801330566406,4.217386623999
99.9791259765625,4.217372498999
99.9780502319336,4.217358373999
99.9770660400391,4.217344248999
99.975944519043,4.217330123999
99.9749450683594,4.217315998999
99.9738540649414,4.217301873999
99.9728393554688,4.217287748999
99.971794128418,4.217273623999
99.9706726074219,4.217259498999
99.9696273803711,4.217245373999
99.9686279296875,4.217231248999
99.9675827026367,4.217217123999
99.9665145874024,4.21720299899901
99.9654235839844,4.21718887399901
99.9643630981445,4.21717474899901
99.9633636474609,4.21716062399901
99.962272644043,4.21714649899901
99.9612426757813,4.21713237399901
99.9601364135742,4.21711824899901
99.9591369628906,4.21710412399901
99.9580612182617,4.21708999899901
99.9569854736328,4.21707587399901
99.9558792114258,4.21706174899901
99.9548187255859,4.21704762399901
99.9538116455078,4.21703349899901
99.952751159668,4.21701937399901
99.9516906738281,4.21700524899901
99.9506454467774,4.21699112399901
99.9495391845703,4.21697699899901
99.9484786987305,4.21696287399901
99.9473724365234,4.21694874899901
99.9463424682617,4.21693462399901
99.9452667236328,4.21692049899901
99.944206237793,4.21690637399901
99.9431457519531,4.21689224899901
99.9420547485352,4.21687812399901
99.9410705566406,4.21686399899901
99.9399261474609,4.21684987399901
99.9388961791992,4.21683574899901
99.937744140625,4.21682162399901
99.9367141723633,4.21680749899901
99.9356231689453,4.21679337399901
99.9346389770508,4.21677924899901
99.9335479736328,4.21676512399901
99.932502746582,4.21675099899901
99.9314422607422,4.21673687399901
99.9303512573242,4.21672274899901
99.9292602539063,4.21670862399901
99.9281234741211,4.21669449899901
99.9271011352539,4.21668037399901
99.9259643554688,4.21666624899901
99.9248886108398,4.21665212399901
99.9238433837891,4.21663799899901
99.9227676391602,4.21662387399901
99.9216766357422,4.21660974899901
99.9206619262695,4.21659562399901
99.9195251464844,4.21658149899901
99.9185104370117,4.21656737399901
99.9173889160156,4.21655324899901
99.9162826538086,4.21653912399901
99.9151611328125,4.21652499899901
99.9141540527344,4.21651087399901
99.9130325317383,4.21649674899901
99.9120330810547,4.21648262399901
99.9109420776367,4.21646849899901
99.9097442626953,4.21645437399901
99.9086990356445,4.21644024899901
99.9076080322266,4.21642612399901
99.9065475463867,4.21641199899901
99.9054412841797,4.21639787399901
99.9042892456055,4.21638374899901
99.9033050537109,4.21636962399901
99.902214050293,4.21635549899901
99.901123046875,4.21634137399901
99.8999633789063,4.21632724899901
99.8989181518555,4.21631312399901
99.8978271484375,4.21629899899901
99.8967208862305,4.21628487399901
99.8956604003906,4.21627074899901
99.8945693969727,4.21625662399901
99.8934478759766,4.21624249899901
99.8923263549805,4.21622837399901
99.8912658691406,4.21621424899901
99.890251159668,4.21620012399901
99.8890838623047,4.21618599899901
99.8880081176758,4.21617187399901
99.8869552612305,4.21615774899902
99.8857269287109,4.21614362399902
99.8847122192383,4.21612949899902
99.8836059570312,4.21611537399902
99.8825302124024,4.21610124899902
99.8814086914063,4.21608712399902
99.880256652832,4.21607299899902
99.8792266845703,4.21605887399902
99.8781051635742,4.21604474899902
99.8769989013672,4.21603062399902
99.8759078979492,4.21601649899902
99.8748626708984,4.21600237399902
99.8736953735352,4.21598824899902
99.8725814819336,4.21597412399902
99.8714447021484,4.21595999899902
99.8704299926758,4.21594587399902
99.8693237304687,4.21593174899902
99.8682022094727,4.21591762399902
99.8670806884766,4.21590349899902
99.8660049438477,4.21588937399902
99.8648681640625,4.21587524899902
99.8637619018555,4.21586112399902
99.8626403808594,4.21584699899902
99.8615493774414,4.21583287399902
99.8604125976562,4.21581874899902
99.8592834472656,4.21580462399902
99.8582534790039,4.21579049899902
99.8570709228516,4.21577637399902
99.8559646606445,4.21576224899902
99.8549041748047,4.21574812399902
99.8538131713867,4.21573399899902
99.8526000976563,4.21571987399902
99.8515701293945,4.21570574899902
99.8504180908203,4.21569162399902
99.8493881225586,4.21567749899902
99.8481903076172,4.21566337399902
99.8470840454102,4.21564924899902
99.8460464477539,4.21563512399902
99.8449096679687,4.21562099899902
99.8437118530273,4.21560687399902
99.8426666259766,4.21559274899902
99.8415451049805,4.21557862399902
99.8404388427734,4.21556449899902
99.8392562866211,4.21555037399902
99.8382263183594,4.21553624899902
99.837043762207,4.21552212399902
99.8359222412109,4.21550799899902
99.8347702026367,4.21549387399902
99.8337097167969,4.21547974899902
99.8325881958008,4.21546562399902
99.831413269043,4.21545149899902
99.8303985595703,4.21543737399902
99.8291549682617,4.21542324899902
99.8281097412109,4.21540912399902
99.827018737793,4.21539499899902
99.8258361816406,4.21538087399902
99.8246994018555,4.21536674899902
99.8235626220703,4.21535262399902
99.8224563598633,4.21533849899902
99.8213806152344,4.21532437399902
99.8202133178711,4.21531024899902
99.819091796875,4.21529612399902
99.8179168701172,4.21528199899902
99.8168411254883,4.21526787399902
99.8156585693359,4.21525374899902
99.814582824707,4.21523962399902
99.8134613037109,4.21522549899902
99.8123245239258,4.21521137399902
99.8111572265625,4.21519724899902
99.8100509643555,4.21518312399902
99.8088989257812,4.21516899899902
99.8077621459961,4.21515487399902
99.8066253662109,4.21514074899902
99.8055038452148,4.21512662399902
99.8043899536133,4.21511249899903
99.8032836914063,4.21509837399903
99.802116394043,4.21508424899903
99.8009643554687,4.21507012399903
99.7998886108399,4.21505599899903
99.7987518310547,4.21504187399903
99.7975692749023,4.21502774899903
99.79638671875,4.21501362399903
99.7952499389649,4.21499949899903
99.7941741943359,4.21498537399903
99.7929916381836,4.21497124899903
99.7918548583984,4.21495712399903
99.7907485961914,4.21494299899903
99.7896194458008,4.21492887399903
99.7884216308594,4.21491474899903
99.7873153686524,4.21490062399903
99.7861328125,4.21488649899903
99.7849960327148,4.21487237399903
99.7838745117187,4.21485824899903
99.7827529907227,4.21484412399903
99.7815856933594,4.21482999899903
99.7804641723633,4.21481587399903
99.779296875,4.21480174899903
99.778190612793,4.21478762399903
99.7769927978516,4.21477349899903
99.7758483886719,4.21475937399903
99.7747421264648,4.21474524899903
99.7735900878906,4.21473112399903
99.7724533081055,4.21471699899903
99.7712554931641,4.21470287399903
99.7701034545898,4.21468874899903
99.7689819335938,4.21467462399903
99.7677688598633,4.21466049899903
99.7666778564453,4.21464637399903
99.7655715942383,4.21463224899903
99.7643890380859,4.21461812399903
99.7632217407227,4.21460399899903
99.7620620727539,4.21458987399903
99.7609405517578,4.21457574899903
99.7597579956055,4.21456162399903
99.7585601806641,4.21454749899903
99.7574844360352,4.21453337399903
99.7562866210938,4.21451924899903
99.7550582885742,4.21450512399903
99.7539367675781,4.21449099899903
99.752815246582,4.21447687399903
99.7516326904297,4.21446274899903
99.7504806518555,4.21444862399903
